"郵便番号（7桁）","","導管事業者名","都道府県名","市区町村名","町域名","市区町村名","町域名","導管事業者ID","契約プランID","契約プラン名","託送供給契約約款区分","料金地区区分コード","備考"
"3450025","345-0025","エナジー宇宙","埼玉県","北葛飾郡杉戸町","清地","キタカツシカグンスギトマチ","セイジ","27","499","一般料金(岩槻加倉・大間野・五霞・栗橋地区)","N1001","K001",""
"3450024","345-0024","エナジー宇宙","埼玉県","北葛飾郡杉戸町","堤根","キタカツシカグンスギトマチ","ツツミネ","27","499","一般料金(岩槻加倉・大間野・五霞・栗橋地区)","N1001","K001",""
"3430103","343-0103","エナジー宇宙","埼玉県","北葛飾郡松伏町","金杉","キタカツシカグンマツブシマチ","カナスギ","27","499","一般料金(岩槻加倉・大間野・五霞・栗橋地区)","N1001","K001",""
"3430115","343-0115","エナジー宇宙","埼玉県","北葛飾郡松伏町","上赤岩","キタカツシカグンマツブシマチ","カミアカイワ","27","499","一般料金(岩槻加倉・大間野・五霞・栗橋地区)","N1001","K001",""
"3430116","343-0116","エナジー宇宙","埼玉県","北葛飾郡松伏町","下赤岩","キタカツシカグンマツブシマチ","シモアカイワ","27","499","一般料金(岩槻加倉・大間野・五霞・栗橋地区)","N1001","K001",""
"3430105","343-0105","エナジー宇宙","埼玉県","北葛飾郡松伏町","田島","キタカツシカグンマツブシマチ","タジマ","27","499","一般料金(岩槻加倉・大間野・五霞・栗橋地区)","N1001","K001",""
"3430104","343-0104","エナジー宇宙","埼玉県","北葛飾郡松伏町","田島東","キタカツシカグンマツブシマチ","タジマヒガシ","27","499","一般料金(岩槻加倉・大間野・五霞・栗橋地区)","N1001","K001",""
"3430117","343-0117","エナジー宇宙","埼玉県","北葛飾郡松伏町","田中","キタカツシカグンマツブシマチ","タナカ","27","499","一般料金(岩槻加倉・大間野・五霞・栗橋地区)","N1001","K001",""
"3430112","343-0112","エナジー宇宙","埼玉県","北葛飾郡松伏町","松葉","キタカツシカグンマツブシマチ","マツバ","27","499","一般料金(岩槻加倉・大間野・五霞・栗橋地区)","N1001","K001",""
"3430111","343-0111","エナジー宇宙","埼玉県","北葛飾郡松伏町","松伏","キタカツシカグンマツブシマチ","マツブシ","27","499","一般料金(岩槻加倉・大間野・五霞・栗橋地区)","N1001","K001",""
"3430113","343-0113","エナジー宇宙","埼玉県","北葛飾郡松伏町","ゆめみ野","キタカツシカグンマツブシマチ","ユメミノ","27","499","一般料金(岩槻加倉・大間野・五霞・栗橋地区)","N1001","K001",""
"3430114","343-0114","エナジー宇宙","埼玉県","北葛飾郡松伏町","ゆめみ野東","キタカツシカグンマツブシマチ","ユメミノヒガシ","27","499","一般料金(岩槻加倉・大間野・五霞・栗橋地区)","N1001","K001",""
"2600000","260-0000","東京ガス","千葉県","千葉市中央区","","チバシチュウオウク","","1","2","プレミアム5+プラン","","",""
"2600852","260-0852","東京ガス","千葉県","千葉市中央区","青葉町","チバシチュウオウク","アオバチョウ","1","2","プレミアム5+プラン","","",""
"2600804","260-0804","東京ガス","千葉県","千葉市中央区","赤井町","チバシチュウオウク","アカイチョウ","1","2","プレミアム5+プラン","","",""
"2600002","260-0002","東京ガス","千葉県","千葉市中央区","旭町","チバシチュウオウク","アサヒチョウ","1","2","プレミアム5+プラン","","",""
"2600855","260-0855","東京ガス","千葉県","千葉市中央区","市場町","チバシチュウオウク","イチバチョウ","1","2","プレミアム5+プラン","","",""
"2600833","260-0833","東京ガス","千葉県","千葉市中央区","稲荷町","チバシチュウオウク","イナリチョウ","1","2","プレミアム5+プラン","","",""
"2600856","260-0856","東京ガス","千葉県","千葉市中央区","亥鼻","チバシチュウオウク","イノハナ","1","2","プレミアム5+プラン","","",""
"2600834","260-0834","東京ガス","千葉県","千葉市中央区","今井","チバシチュウオウク","イマイ","1","2","プレミアム5+プラン","","",""
"2600815","260-0815","東京ガス","千葉県","千葉市中央区","今井町","チバシチュウオウク","イマイチョウ","1","2","プレミアム5+プラン","","",""
"2600018","260-0018","東京ガス","千葉県","千葉市中央区","院内","チバシチュウオウク","インナイ","1","2","プレミアム5+プラン","","",""
"2600816","260-0816","東京ガス","千葉県","千葉市中央区","鵜の森町","チバシチュウオウク","ウノモリチョウ","1","2","プレミアム5+プラン","","",""
"2600811","260-0811","東京ガス","千葉県","千葉市中央区","大森町","チバシチュウオウク","オオモリチョウ","1","2","プレミアム5+プラン","","",""
"2600813","260-0813","東京ガス","千葉県","千葉市中央区","生実町","チバシチュウオウク","オユミチョウ","1","2","プレミアム5+プラン","","",""
"2600033","260-0033","東京ガス","千葉県","千葉市中央区","春日","チバシチュウオウク","カスガ","1","2","プレミアム5+プラン","","",""
"2600853","260-0853","東京ガス","千葉県","千葉市中央区","葛城","チバシチュウオウク","カツラギ","1","2","プレミアム5+プラン","","",""
"2600017","260-0017","東京ガス","千葉県","千葉市中央区","要町","チバシチュウオウク","カナメチョウ","1","2","プレミアム5+プラン","","",""
"2600011","260-0011","東京ガス","千葉県","千葉市中央区","亀井町","チバシチュウオウク","カメイチョウ","1","2","プレミアム5+プラン","","",""
"2600857","260-0857","東京ガス","千葉県","千葉市中央区","亀岡町","チバシチュウオウク","カメオカチョウ","1","2","プレミアム5+プラン","","",""
"2600835","260-0835","東京ガス","千葉県","千葉市中央区","川崎町","チバシチュウオウク","カワサキチョウ","1","2","プレミアム5+プラン","","",""
"2600802","260-0802","東京ガス","千葉県","千葉市中央区","川戸町","チバシチュウオウク","カワドチョウ","1","2","プレミアム5+プラン","","",""
"2600016","260-0016","東京ガス","千葉県","千葉市中央区","栄町","チバシチュウオウク","サカエチョウ","1","2","プレミアム5+プラン","","",""
"2600832","260-0832","東京ガス","千葉県","千葉市中央区","寒川町","チバシチュウオウク","サムガワチョウ","1","2","プレミアム5+プラン","","",""
"2600034","260-0034","東京ガス","千葉県","千葉市中央区","汐見丘町","チバシチュウオウク","シオミガオカチョウ","1","2","プレミアム5+プラン","","",""
"2600841","260-0841","東京ガス","千葉県","千葉市中央区","白旗","チバシチュウオウク","シラハタ","1","2","プレミアム5+プラン","","",""
"2600021","260-0021","東京ガス","千葉県","千葉市中央区","新宿","チバシチュウオウク","シンジュク","1","2","プレミアム5+プラン","","",""
"2600031","260-0031","東京ガス","千葉県","千葉市中央区","新千葉","チバシチュウオウク","シンチバ","1","2","プレミアム5+プラン","","",""
"2600027","260-0027","東京ガス","千葉県","千葉市中央区","新田町","チバシチュウオウク","シンデンチョウ","1","2","プレミアム5+プラン","","",""
"2600028","260-0028","東京ガス","千葉県","千葉市中央区","新町","チバシチュウオウク","シンマチ","1","2","プレミアム5+プラン","","",""
"2600022","260-0022","東京ガス","千葉県","千葉市中央区","神明町","チバシチュウオウク","シンメイチョウ","1","2","プレミアム5+プラン","","",""
"2600843","260-0843","東京ガス","千葉県","千葉市中央区","末広","チバシチュウオウク","スエヒロ","1","2","プレミアム5+プラン","","",""
"2600822","260-0822","東京ガス","千葉県","千葉市中央区","蘇我","チバシチュウオウク","ソガ","1","2","プレミアム5+プラン","","",""
"2600812","260-0812","東京ガス","千葉県","千葉市中央区","大巌寺町","チバシチュウオウク","ダイガンジチョウ","1","2","プレミアム5+プラン","","",""
"2600844","260-0844","東京ガス","千葉県","千葉市中央区","千葉寺町","チバシチュウオウク","チバデラチョウ","1","2","プレミアム5+プラン","","",""
"2600026","260-0026","東京ガス","千葉県","千葉市中央区","千葉港","チバシチュウオウク","チバミナト","1","2","プレミアム5+プラン","","",""
"2600013","260-0013","東京ガス","千葉県","千葉市中央区","中央","チバシチュウオウク","チュウオウ","1","2","プレミアム5+プラン","","",""
"2600024","260-0024","東京ガス","千葉県","千葉市中央区","中央港","チバシチュウオウク","チュウオウコウ","1","2","プレミアム5+プラン","","",""
"2600042","260-0042","東京ガス","千葉県","千葉市中央区","椿森","チバシチュウオウク","ツバキモリ","1","2","プレミアム5+プラン","","",""
"2600003","260-0003","東京ガス","千葉県","千葉市中央区","鶴沢町","チバシチュウオウク","ツルサワチョウ","1","2","プレミアム5+プラン","","",""
"2600023","260-0023","東京ガス","千葉県","千葉市中央区","出洲港","チバシチュウオウク","デズミナト","1","2","プレミアム5+プラン","","",""
"2600005","260-0005","東京ガス","千葉県","千葉市中央区","道場南","チバシチュウオウク","ドウジョウミナミ","1","2","プレミアム5+プラン","","",""
"2600006","260-0006","東京ガス","千葉県","千葉市中央区","道場北","チバシチュウオウク","ドウジョウキタ","1","2","プレミアム5+プラン","","",""
"2600025","260-0025","東京ガス","千葉県","千葉市中央区","問屋町","チバシチュウオウク","トンヤチョウ","1","2","プレミアム5+プラン","","",""
"2600854","260-0854","東京ガス","千葉県","千葉市中央区","長洲","チバシチュウオウク","ナガズ","1","2","プレミアム5+プラン","","",""
"2600801","260-0801","東京ガス","千葉県","千葉市中央区","仁戸名町","チバシチュウオウク","ニトナチョウ","1","2","プレミアム5+プラン","","",""
"2600032","260-0032","東京ガス","千葉県","千葉市中央区","登戸","チバシチュウオウク","ノブト","1","2","プレミアム5+プラン","","",""
"2600803","260-0803","東京ガス","千葉県","千葉市中央区","花輪町","チバシチュウオウク","ハナワチョウ","1","2","プレミアム5+プラン","","",""
"2600041","260-0041","東京ガス","千葉県","千葉市中央区","東千葉","チバシチュウオウク","ヒガシチバ","1","2","プレミアム5+プラン","","",""
"2600004","260-0004","東京ガス","千葉県","千葉市中央区","東本町","チバシチュウオウク","ヒガシホンチョウ","1","2","プレミアム5+プラン","","",""
"2600015","260-0015","東京ガス","千葉県","千葉市中央区","富士見","チバシチュウオウク","フジミ","1","2","プレミアム5+プラン","","",""
"2600045","260-0045","東京ガス","千葉県","千葉市中央区","弁天","チバシチュウオウク","ベンテン","1","2","プレミアム5+プラン","","",""
"2600808","260-0808","東京ガス","千葉県","千葉市中央区","星久喜町","チバシチュウオウク","ホシグキチョウ","1","2","プレミアム5+プラン","","",""
"2600014","260-0014","東京ガス","千葉県","千葉市中央区","本千葉町","チバシチュウオウク","ホンチバチョウ","1","2","プレミアム5+プラン","","",""
"2600012","260-0012","東京ガス","千葉県","千葉市中央区","本町","チバシチュウオウク","ホンチョウ","1","2","プレミアム5+プラン","","",""
"2600807","260-0807","東京ガス","千葉県","千葉市中央区","松ケ丘町","チバシチュウオウク","マツガオカチョウ","1","2","プレミアム5+プラン","","",""
"2600044","260-0044","東京ガス","千葉県","千葉市中央区","松波","チバシチュウオウク","マツナミ","1","2","プレミアム5+プラン","","",""
"2600831","260-0831","東京ガス","千葉県","千葉市中央区","港町","チバシチュウオウク","ミナトチョウ","1","2","プレミアム5+プラン","","",""
"2600842","260-0842","東京ガス","千葉県","千葉市中央区","南町","チバシチュウオウク","ミナミチョウ","1","2","プレミアム5+プラン","","",""
"2600001","260-0001","東京ガス","千葉県","千葉市中央区","都町","チバシチュウオウク","ミヤコチョウ","1","2","プレミアム5+プラン","","",""
"2600806","260-0806","東京ガス","千葉県","千葉市中央区","宮崎","チバシチュウオウク","ミヤザキ","1","2","プレミアム5+プラン","","",""
"2600805","260-0805","東京ガス","千葉県","千葉市中央区","宮崎町","チバシチュウオウク","ミヤザキチョウ","1","2","プレミアム5+プラン","","",""
"2600851","260-0851","東京ガス","千葉県","千葉市中央区","矢作町","チバシチュウオウク","ヤハギチョウ","1","2","プレミアム5+プラン","","",""
"2600007","260-0007","東京ガス","千葉県","千葉市中央区","祐光","チバシチュウオウク","ユウコウ","1","2","プレミアム5+プラン","","",""
"2600821","260-0821","東京ガス","千葉県","千葉市中央区","若草","チバシチュウオウク","ワカクサ","1","2","プレミアム5+プラン","","",""
"2620000","262-0000","東京ガス","千葉県","千葉市花見川区","","チバシハナミガワク","","1","2","プレミアム5+プラン","","",""
"2620019","262-0019","東京ガス","千葉県","千葉市花見川区","朝日ケ丘","チバシハナミガワク","アサヒガオカ","1","2","プレミアム5+プラン","","",""
"2620017","262-0017","東京ガス","千葉県","千葉市花見川区","朝日ケ丘町","チバシハナミガワク","アサヒガオカチョウ","1","2","プレミアム5+プラン","","",""
"2620043","262-0043","東京ガス","千葉県","千葉市花見川区","天戸町","チバシハナミガワク","アマドチョウ","1","2","プレミアム5+プラン","","",""
"2620002","262-0002","東京ガス","千葉県","千葉市花見川区","内山町","チバシハナミガワク","ウチヤマチョウ","1","2","プレミアム5+プラン","","",""
"2620003","262-0003","東京ガス","千葉県","千葉市花見川区","宇那谷町","チバシハナミガワク","ウナヤチョウ","1","2","プレミアム5+プラン","","",""
"2620048","262-0048","東京ガス","千葉県","千葉市花見川区","柏井","チバシハナミガワク","カシワイ","1","2","プレミアム5+プラン","","",""
"2620041","262-0041","東京ガス","千葉県","千葉市花見川区","柏井町","チバシハナミガワク","カシワイチョウ","1","2","プレミアム5+プラン","","",""
"2620023","262-0023","東京ガス","千葉県","千葉市花見川区","検見川町","チバシハナミガワク","ケミガワチョウ","1","2","プレミアム5+プラン","","",""
"2620005","262-0005","東京ガス","千葉県","千葉市花見川区","こてはし台","チバシハナミガワク","コテハシダイ","1","2","プレミアム5+プラン","","",""
"2620013","262-0013","東京ガス","千葉県","千葉市花見川区","犢橋町","チバシハナミガワク","コテハシチョウ","1","2","プレミアム5+プラン","","",""
"2620045","262-0045","東京ガス","千葉県","千葉市花見川区","作新台","チバシハナミガワク","サクシンダイ","1","2","プレミアム5+プラン","","",""
"2620014","262-0014","東京ガス","千葉県","千葉市花見川区","さつきが丘","チバシハナミガワク","サツキガオカ","1","2","プレミアム5+プラン","","",""
"2620011","262-0011","東京ガス","千葉県","千葉市花見川区","三角町","チバシハナミガワク","サンカクチョウ","1","2","プレミアム5+プラン","","",""
"2620031","262-0031","東京ガス","千葉県","千葉市花見川区","武石町","チバシハナミガワク","タケイシチョウ","1","2","プレミアム5+プラン","","",""
"2620004","262-0004","東京ガス","千葉県","千葉市花見川区","大日町","チバシハナミガワク","ダイニチチョウ","1","2","プレミアム5+プラン","","",""
"2620012","262-0012","東京ガス","千葉県","千葉市花見川区","千種町","チバシハナミガワク","チグサチョウ","1","2","プレミアム5+プラン","","",""
"2620047","262-0047","東京ガス","千葉県","千葉市花見川区","長作台","チバシハナミガワク","ナガサクダイ","1","2","プレミアム5+プラン","","",""
"2620044","262-0044","東京ガス","千葉県","千葉市花見川区","長作町","チバシハナミガワク","ナガサクチョウ","1","2","プレミアム5+プラン","","",""
"2620024","262-0024","東京ガス","千葉県","千葉市花見川区","浪花町","チバシハナミガワク","ナニワチョウ","1","2","プレミアム5+プラン","","",""
"2620016","262-0016","東京ガス","千葉県","千葉市花見川区","西小中台","チバシハナミガワク","ニシコナカダイ","1","2","プレミアム5+プラン","","",""
"2620018","262-0018","東京ガス","千葉県","千葉市花見川区","畑町","チバシハナミガワク","ハタマチ","1","2","プレミアム5+プラン","","",""
"2620042","262-0042","東京ガス","千葉県","千葉市花見川区","花島町","チバシハナミガワク","ハナシマチョウ","1","2","プレミアム5+プラン","","",""
"2620025","262-0025","東京ガス","千葉県","千葉市花見川区","花園","チバシハナミガワク","ハナゾノ","1","2","プレミアム5+プラン","","",""
"2620021","262-0021","東京ガス","千葉県","千葉市花見川区","花園町","チバシハナミガワク","ハナゾノチョウ","1","2","プレミアム5+プラン","","",""
"2620046","262-0046","東京ガス","千葉県","千葉市花見川区","花見川","チバシハナミガワク","ハナミガワ","1","2","プレミアム5+プラン","","",""
"2620032","262-0032","東京ガス","千葉県","千葉市花見川区","幕張町","チバシハナミガワク","マクハリチョウ","1","2","プレミアム5+プラン","","",""
"2620033","262-0033","東京ガス","千葉県","千葉市花見川区","幕張本郷","チバシハナミガワク","マクハリホンゴウ","1","2","プレミアム5+プラン","","",""
"2620026","262-0026","東京ガス","千葉県","千葉市花見川区","瑞穂","チバシハナミガワク","ミズホ","1","2","プレミアム5+プラン","","",""
"2620022","262-0022","東京ガス","千葉県","千葉市花見川区","南花園","チバシハナミガワク","ミナミハナゾノ","1","2","プレミアム5+プラン","","",""
"2620007","262-0007","東京ガス","千葉県","千葉市花見川区","み春野","チバシハナミガワク","ミハルノ","1","2","プレミアム5+プラン","","",""
"2620015","262-0015","東京ガス","千葉県","千葉市花見川区","宮野木台","チバシハナミガワク","ミヤノギダイ","1","2","プレミアム5+プラン","","",""
"2620006","262-0006","東京ガス","千葉県","千葉市花見川区","横戸台","チバシハナミガワク","ヨコドダイ","1","2","プレミアム5+プラン","","",""
"2620001","262-0001","東京ガス","千葉県","千葉市花見川区","横戸町","チバシハナミガワク","ヨコドチョウ","1","2","プレミアム5+プラン","","",""
"2630000","263-0000","東京ガス","千葉県","千葉市稲毛区","","チバシイナゲク","","1","2","プレミアム5+プラン","","",""
"2630024","263-0024","東京ガス","千葉県","千葉市稲毛区","穴川","チバシイナゲク","アナガワ","1","2","プレミアム5+プラン","","",""
"2630025","263-0025","東京ガス","千葉県","千葉市稲毛区","穴川町","チバシイナゲク","アナガワチョウ","1","2","プレミアム5+プラン","","",""
"2630052","263-0052","東京ガス","千葉県","千葉市稲毛区","あやめ台","チバシイナゲク","アヤメダイ","1","2","プレミアム5+プラン","","",""
"2630033","263-0033","東京ガス","千葉県","千葉市稲毛区","稲丘町","チバシイナゲク","イナオカチョウ","1","2","プレミアム5+プラン","","",""
"2630034","263-0034","東京ガス","千葉県","千葉市稲毛区","稲毛","チバシイナゲク","イナゲ","1","2","プレミアム5+プラン","","",""
"2630032","263-0032","東京ガス","千葉県","千葉市稲毛区","稲毛台町","チバシイナゲク","イナゲダイチョウ","1","2","プレミアム5+プラン","","",""
"2630035","263-0035","東京ガス","千葉県","千葉市稲毛区","稲毛町","チバシイナゲク","イナゲチョウ","1","2","プレミアム5+プラン","","",""
"2630031","263-0031","東京ガス","千葉県","千葉市稲毛区","稲毛東","チバシイナゲク","イナゲヒガシ","1","2","プレミアム5+プラン","","",""
"2630053","263-0053","東京ガス","千葉県","千葉市稲毛区","柏台","チバシイナゲク","カシワダイ","1","2","プレミアム5+プラン","","",""
"2630042","263-0042","東京ガス","千葉県","千葉市稲毛区","黒砂","チバシイナゲク","クロスナ","1","2","プレミアム5+プラン","","",""
"2630041","263-0041","東京ガス","千葉県","千葉市稲毛区","黒砂台","チバシイナゲク","クロスナダイ","1","2","プレミアム5+プラン","","",""
"2630043","263-0043","東京ガス","千葉県","千葉市稲毛区","小仲台","チバシイナゲク","コナカダイ","1","2","プレミアム5+プラン","","",""
"2630044","263-0044","東京ガス","千葉県","千葉市稲毛区","小中台町","チバシイナゲク","コナカダイチョウ","1","2","プレミアム5+プラン","","",""
"2630003","263-0003","東京ガス","千葉県","千葉市稲毛区","小深町","チバシイナゲク","コブケチョウ","1","2","プレミアム5+プラン","","",""
"2630015","263-0015","東京ガス","千葉県","千葉市稲毛区","作草部","チバシイナゲク","サクサベ","1","2","プレミアム5+プラン","","",""
"2630014","263-0014","東京ガス","千葉県","千葉市稲毛区","作草部町","チバシイナゲク","サクサベチョウ","1","2","プレミアム5+プラン","","",""
"2630002","263-0002","東京ガス","千葉県","千葉市稲毛区","山王町","チバシイナゲク","サンノウチョウ","1","2","プレミアム5+プラン","","",""
"2630051","263-0051","東京ガス","千葉県","千葉市稲毛区","園生町","チバシイナゲク","ソンノウチョウ","1","2","プレミアム5+プラン","","",""
"2630013","263-0013","東京ガス","千葉県","千葉市稲毛区","千草台","チバシイナゲク","チグサダイ","1","2","プレミアム5+プラン","","",""
"2630016","263-0016","東京ガス","千葉県","千葉市稲毛区","天台","チバシイナゲク","テンダイ","1","2","プレミアム5+プラン","","",""
"2630011","263-0011","東京ガス","千葉県","千葉市稲毛区","天台町","チバシイナゲク","テンダイチョウ","1","2","プレミアム5+プラン","","",""
"2630021","263-0021","東京ガス","千葉県","千葉市稲毛区","轟町","チバシイナゲク","トドロキチョウ","1","2","プレミアム5+プラン","","",""
"2630005","263-0005","東京ガス","千葉県","千葉市稲毛区","長沼町","チバシイナゲク","ナガヌマチョウ","1","2","プレミアム5+プラン","","",""
"2630001","263-0001","東京ガス","千葉県","千葉市稲毛区","長沼原町","チバシイナゲク","ナガヌマハラチョウ","1","2","プレミアム5+プラン","","",""
"2630012","263-0012","東京ガス","千葉県","千葉市稲毛区","萩台町","チバシイナゲク","ハギダイチョウ","1","2","プレミアム5+プラン","","",""
"2630023","263-0023","東京ガス","千葉県","千葉市稲毛区","緑町","チバシイナゲク","ミドリチョウ","1","2","プレミアム5+プラン","","",""
"2630054","263-0054","東京ガス","千葉県","千葉市稲毛区","宮野木町","チバシイナゲク","ミヤノギチョウ","1","2","プレミアム5+プラン","","",""
"2630022","263-0022","東京ガス","千葉県","千葉市稲毛区","弥生町","チバシイナゲク","ヤヨイチョウ","1","2","プレミアム5+プラン","","",""
"2630004","263-0004","東京ガス","千葉県","千葉市稲毛区","六方町","チバシイナゲク","ロッポウチョウ","1","2","プレミアム5+プラン","","",""
"2640000","264-0000","東京ガス","千葉県","千葉市若葉区","","チバシワカバク","","1","2","プレミアム5+プラン","","",""
"2640031","264-0031","東京ガス","千葉県","千葉市若葉区","愛生町","チバシワカバク","アイオイチョウ","1","2","プレミアム5+プラン","","",""
"2640011","264-0011","東京ガス","千葉県","千葉市若葉区","大草町","チバシワカバク","オオクサチョウ","1","2","プレミアム5+プラン","","",""
"2640015","264-0015","東京ガス","千葉県","千葉市若葉区","大宮台","チバシワカバク","オオミヤダイ","1","2","プレミアム5+プラン","","",""
"2640016","264-0016","東京ガス","千葉県","千葉市若葉区","大宮町","チバシワカバク","オオミヤチョウ","1","2","プレミアム5+プラン","","",""
"2640006","264-0006","東京ガス","千葉県","千葉市若葉区","小倉台","チバシワカバク","オグラダイ","1","2","プレミアム5+プラン","","",""
"2640007","264-0007","東京ガス","千葉県","千葉市若葉区","小倉町","チバシワカバク","オグラチョウ","1","2","プレミアム5+プラン","","",""
"2650077","265-0077","東京ガス","千葉県","千葉市若葉区","御成台","チバシワカバク","オナリダイ","1","2","プレミアム5+プラン","","",""
"2650046","265-0046","東京ガス","千葉県","千葉市若葉区","小間子町","チバシワカバク","オマゴチョウ","1","2","プレミアム5+プラン","","",""
"2640020","264-0020","東京ガス","千葉県","千葉市若葉区","貝塚","チバシワカバク","カイヅカ","1","2","プレミアム5+プラン","","",""
"2640023","264-0023","東京ガス","千葉県","千葉市若葉区","貝塚町","チバシワカバク","カイヅカチョウ","1","2","プレミアム5+プラン","","",""
"2640017","264-0017","東京ガス","千葉県","千葉市若葉区","加曽利町","チバシワカバク","カソリチョウ","1","2","プレミアム5+プラン","","",""
"2640001","264-0001","東京ガス","千葉県","千葉市若葉区","金親町","チバシワカバク","カネオヤチョウ","1","2","プレミアム5+プラン","","",""
"2650045","265-0045","東京ガス","千葉県","千葉市若葉区","上泉町","チバシワカバク","カミイズミチョウ","1","2","プレミアム5+プラン","","",""
"2640014","264-0014","東京ガス","千葉県","千葉市若葉区","北大宮台","チバシワカバク","キタオオミヤダイ","1","2","プレミアム5+プラン","","",""
"2640012","264-0012","東京ガス","千葉県","千葉市若葉区","坂月町","チバシワカバク","サカヅキチョウ","1","2","プレミアム5+プラン","","",""
"2640028","264-0028","東京ガス","千葉県","千葉市若葉区","桜木","チバシワカバク","サクラギ","1","2","プレミアム5+プラン","","",""
"2640029","264-0029","東京ガス","千葉県","千葉市若葉区","桜木北","チバシワカバク","サクラギキタ","1","2","プレミアム5+プラン","","",""
"2650073","265-0073","東京ガス","千葉県","千葉市若葉区","更科町","チバシワカバク","サラシナチョウ","1","2","プレミアム5+プラン","","",""
"2650044","265-0044","東京ガス","千葉県","千葉市若葉区","下泉町","チバシワカバク","シモイズミチョウ","1","2","プレミアム5+プラン","","",""
"2650076","265-0076","東京ガス","千葉県","千葉市若葉区","下田町","チバシワカバク","シモダチョウ","1","2","プレミアム5+プラン","","",""
"2640024","264-0024","東京ガス","千葉県","千葉市若葉区","高品町","チバシワカバク","タカシナチョウ","1","2","プレミアム5+プラン","","",""
"2640002","264-0002","東京ガス","千葉県","千葉市若葉区","千城台東","チバシワカバク","チシロダイヒガシ","1","2","プレミアム5+プラン","","",""
"2640004","264-0004","東京ガス","千葉県","千葉市若葉区","千城台西","チバシワカバク","チシロダイニシ","1","2","プレミアム5+プラン","","",""
"2640003","264-0003","東京ガス","千葉県","千葉市若葉区","千城台南","チバシワカバク","チシロダイミナミ","1","2","プレミアム5+プラン","","",""
"2640005","264-0005","東京ガス","千葉県","千葉市若葉区","千城台北","チバシワカバク","チシロダイキタ","1","2","プレミアム5+プラン","","",""
"2640025","264-0025","東京ガス","千葉県","千葉市若葉区","都賀","チバシワカバク","ツガ","1","2","プレミアム5+プラン","","",""
"2640033","264-0033","東京ガス","千葉県","千葉市若葉区","都賀の台","チバシワカバク","ツガノダイ","1","2","プレミアム5+プラン","","",""
"2640036","264-0036","東京ガス","千葉県","千葉市若葉区","殿台町","チバシワカバク","トノダイチョウ","1","2","プレミアム5+プラン","","",""
"2640026","264-0026","東京ガス","千葉県","千葉市若葉区","西都賀","チバシワカバク","ニシツガ","1","2","プレミアム5+プラン","","",""
"2640034","264-0034","東京ガス","千葉県","千葉市若葉区","原町","チバシワカバク","ハラマチ","1","2","プレミアム5+プラン","","",""
"2640035","264-0035","東京ガス","千葉県","千葉市若葉区","東寺山町","チバシワカバク","ヒガシテラヤマチョウ","1","2","プレミアム5+プラン","","",""
"2640032","264-0032","東京ガス","千葉県","千葉市若葉区","みつわ台","チバシワカバク","ミツワダイ","1","2","プレミアム5+プラン","","",""
"2640037","264-0037","東京ガス","千葉県","千葉市若葉区","源町","チバシワカバク","ミナモトチョウ","1","2","プレミアム5+プラン","","",""
"2650072","265-0072","東京ガス","千葉県","千葉市若葉区","谷当町","チバシワカバク","ヤトウチョウ","1","2","プレミアム5+プラン","","",""
"2640027","264-0027","東京ガス","千葉県","千葉市若葉区","若松台","チバシワカバク","ワカマツダイ","1","2","プレミアム5+プラン","","",""
"2640021","264-0021","東京ガス","千葉県","千葉市若葉区","若松町","チバシワカバク","ワカマツチョウ","1","2","プレミアム5+プラン","","",""
"2660000","266-0000","東京ガス","千葉県","千葉市緑区","","チバシミドリク","","1","2","プレミアム5+プラン","","",""
"2670066","267-0066","東京ガス","千葉県","千葉市緑区","あすみが丘","チバシミドリク","アスミガオカ","1","2","プレミアム5+プラン","","",""
"2670067","267-0067","東京ガス","千葉県","千葉市緑区","あすみが丘東","チバシミドリク","アスミガオカヒガシ","1","2","プレミアム5+プラン","","",""
"2670064","267-0064","東京ガス","千葉県","千葉市緑区","板倉町","チバシミドリク","イタクラチョウ","1","2","プレミアム5+プラン","","",""
"2660014","266-0014","東京ガス","千葉県","千葉市緑区","大金沢町","チバシミドリク","オオカネザワチョウ","1","2","プレミアム5+プラン","","",""
"2670057","267-0057","東京ガス","千葉県","千葉市緑区","大木戸町","チバシミドリク","オオキドチョウ","1","2","プレミアム5+プラン","","",""
"2670065","267-0065","東京ガス","千葉県","千葉市緑区","大椎町","チバシミドリク","オオジチョウ","1","2","プレミアム5+プラン","","",""
"2670054","267-0054","東京ガス","千葉県","千葉市緑区","大高町","チバシミドリク","オオタカチョウ","1","2","プレミアム5+プラン","","",""
"2670056","267-0056","東京ガス","千葉県","千葉市緑区","大野台","チバシミドリク","オオノダイ","1","2","プレミアム5+プラン","","",""
"2660025","266-0025","東京ガス","千葉県","千葉市緑区","落井町","チバシミドリク","オチイチョウ","1","2","プレミアム5+プラン","","",""
"2670055","267-0055","東京ガス","千葉県","千葉市緑区","越智町","チバシミドリク","オチチョウ","1","2","プレミアム5+プラン","","",""
"2670063","267-0063","東京ガス","千葉県","千葉市緑区","小山町","チバシミドリク","オヤマチョウ","1","2","プレミアム5+プラン","","",""
"2660031","266-0031","東京ガス","千葉県","千葉市緑区","おゆみ野","チバシミドリク","オユミノ","1","2","プレミアム5+プラン","","",""
