"確認済","","都道府県","市区","町村等","電力会社電話番号","水道局問い合わせ先","水道局電話番号","受付時間","定休日","ＨＰ","","","",""
"済","3945","京都府","京都市伏見区","大宮町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3946","京都府","京都市伏見区","御駕篭町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3947","京都府","京都市伏見区","帯屋町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3948","京都府","京都市伏見区","表町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3949","京都府","京都市伏見区","加賀屋町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3950","京都府","京都市伏見区","柿木浜町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3951","京都府","京都市伏見区","景勝町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3952","京都府","京都市伏見区","鍛冶屋町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3953","京都府","京都市伏見区","過書町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3954","京都府","京都市伏見区","片桐町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3955","京都府","京都市伏見区","片原町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3956","京都府","京都市伏見区","上油掛町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3957","京都府","京都市伏見区","上板橋町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3958","京都府","京都市伏見区","紙子屋町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3959","京都府","京都市伏見区","上神泉苑町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3960","京都府","京都市伏見区","上中町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3961","京都府","京都市伏見区","雁金町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3962","京都府","京都市伏見区","川東町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3963","京都府","京都市伏見区","革屋町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3964","京都府","京都市伏見区","観音寺町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3965","京都府","京都市伏見区","菊屋町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3966","京都府","京都市伏見区","北尼崎町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3967","京都府","京都市伏見区","北寝小屋町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3968","京都府","京都市伏見区","北端町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3969","京都府","京都市伏見区","北浜町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3970","京都府","京都市伏見区","京橋町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3971","京都府","京都市伏見区","京町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3972","京都府","京都市伏見区","京町大黒町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3973","京都府","京都市伏見区","京町８丁目横町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3974","京都府","京都市伏見区","京町南","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3975","京都府","京都市伏見区","京町北","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3976","京都府","京都市伏見区","銀座町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3977","京都府","京都市伏見区","久米町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3978","京都府","京都市伏見区","車町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3979","京都府","京都市伏見区","黒茶屋町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3980","京都府","京都市伏見区","御香宮門前町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3981","京都府","京都市伏見区","紺屋町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3982","京都府","京都市伏見区","指物町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3983","京都府","京都市伏見区","讃岐町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3984","京都府","京都市伏見区","塩屋町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3985","京都府","京都市伏見区","治部町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3986","京都府","京都市伏見区","島津町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3987","京都府","京都市伏見区","清水町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3988","京都府","京都市伏見区","下油掛町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3989","京都府","京都市伏見区","下板橋町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3990","京都府","京都市伏見区","下神泉苑町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3991","京都府","京都市伏見区","下鳥羽長田町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3992","京都府","京都市伏見区","下鳥羽上三栖町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3993","京都府","京都市伏見区","下鳥羽上向島町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3994","京都府","京都市伏見区","下鳥羽北円面田町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3995","京都府","京都市伏見区","下鳥羽北三町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3996","京都府","京都市伏見区","下鳥羽北ノ口町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3997","京都府","京都市伏見区","下鳥羽小柳町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3998","京都府","京都市伏見区","下鳥羽浄春ケ前町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","3999","京都府","京都市伏見区","下鳥羽城ノ越町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4000","京都府","京都市伏見区","下鳥羽芹川町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4001","京都府","京都市伏見区","下鳥羽但馬町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4002","京都府","京都市伏見区","下鳥羽中円面田町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4003","京都府","京都市伏見区","下鳥羽中三町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4004","京都府","京都市伏見区","下鳥羽西芹川町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4005","京都府","京都市伏見区","下鳥羽西柳長町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4006","京都府","京都市伏見区","下鳥羽東芹川町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4007","京都府","京都市伏見区","下鳥羽東柳長町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4008","京都府","京都市伏見区","下鳥羽平塚町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4009","京都府","京都市伏見区","下鳥羽広長町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4010","京都府","京都市伏見区","下鳥羽前田町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4011","京都府","京都市伏見区","下鳥羽南円面田町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4012","京都府","京都市伏見区","下鳥羽南三町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4013","京都府","京都市伏見区","下鳥羽南柳長町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4014","京都府","京都市伏見区","下鳥羽南六反長町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4015","京都府","京都市伏見区","下鳥羽葭田町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4016","京都府","京都市伏見区","下鳥羽澱女町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4017","京都府","京都市伏見区","下鳥羽六反長町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4018","京都府","京都市伏見区","下鳥羽渡瀬町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4019","京都府","京都市伏見区","下中町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4020","京都府","京都市伏見区","撞木町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4021","京都府","京都市伏見区","聚楽町（丁目）","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4022","京都府","京都市伏見区","聚楽町（番地）","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4023","京都府","京都市伏見区","城通町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4024","京都府","京都市伏見区","白銀町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4025","京都府","京都市伏見区","新中町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4026","京都府","京都市伏見区","新町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4027","京都府","京都市伏見区","周防町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4028","京都府","京都市伏見区","杉本町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4029","京都府","京都市伏見区","墨染町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4030","京都府","京都市伏見区","住吉町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4031","京都府","京都市伏見区","瀬戸物町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4032","京都府","京都市伏見区","鷹匠町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4033","京都府","京都市伏見区","竹田青池町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4034","京都府","京都市伏見区","竹田内畑町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4035","京都府","京都市伏見区","竹田桶ノ井町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4036","京都府","京都市伏見区","竹田狩賀町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4037","京都府","京都市伏見区","竹田北三ツ杭町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4038","京都府","京都市伏見区","竹田久保町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4039","京都府","京都市伏見区","竹田浄菩提院町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4040","京都府","京都市伏見区","竹田醍醐田町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4041","京都府","京都市伏見区","竹田田中殿町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4042","京都府","京都市伏見区","竹田田中宮町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4043","京都府","京都市伏見区","竹田段川原町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4044","京都府","京都市伏見区","竹田鳥羽殿町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4045","京都府","京都市伏見区","竹田中内畑町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4046","京都府","京都市伏見区","竹田中川原町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4047","京都府","京都市伏見区","竹田中島町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4048","京都府","京都市伏見区","竹田七瀬川町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4049","京都府","京都市伏見区","竹田西内畑町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4050","京都府","京都市伏見区","竹田西桶ノ井町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4051","京都府","京都市伏見区","竹田西小屋ノ内町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4052","京都府","京都市伏見区","竹田西段川原町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4053","京都府","京都市伏見区","竹田東小屋ノ内町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4054","京都府","京都市伏見区","竹田泓ノ川町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4055","京都府","京都市伏見区","竹田松林町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4056","京都府","京都市伏見区","竹田真幡木町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4057","京都府","京都市伏見区","竹田三ツ杭町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4058","京都府","京都市伏見区","竹田藁屋町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4059","京都府","京都市伏見区","竹中町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4060","京都府","京都市伏見区","樽屋町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4061","京都府","京都市伏見区","丹後町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4062","京都府","京都市伏見区","弾正町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4063","京都府","京都市伏見区","丹波橋町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4064","京都府","京都市伏見区","津知橋町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4065","京都府","京都市伏見区","問屋町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4066","京都府","京都市伏見区","道阿弥町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4067","京都府","京都市伏見区","等安町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4068","京都府","京都市伏見区","桃陵町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4069","京都府","京都市伏見区","土橋町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4070","京都府","京都市伏見区","鳥羽町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4071","京都府","京都市伏見区","中油掛町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4072","京都府","京都市伏見区","中島秋ノ山町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4073","京都府","京都市伏見区","中島河原田町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4074","京都府","京都市伏見区","中島北ノ口町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4075","京都府","京都市伏見区","中島御所ノ内町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4076","京都府","京都市伏見区","中島外山町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4077","京都府","京都市伏見区","中島鳥羽離宮町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4078","京都府","京都市伏見区","中島中道町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4079","京都府","京都市伏見区","中島樋ノ上町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4080","京都府","京都市伏見区","中島堀端町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4081","京都府","京都市伏見区","中島前山町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
"済","4082","京都府","京都市伏見区","中島宮ノ前町","0800-777-8033","京都市上下水道局","075-672-7770","午前8時30分～午後9時","年中無休","https://www.city.kyoto.lg.jp/suido/page/0000043061.html","","","",""
